鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
竹北市,土地,貓兒錠段拔子窟小段1207地號,144.0,,特定農業區,農牧用地,1150416,土地24建物0車位0,,,其他,,,,0.0,0,0,0,無,無,796631,5532,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSLMHLGFBJ98EA,0.0,0.0,0.0,無,
芎林鄉,房地(土地+建物),新竹縣芎林鄉王爺坑３９之３號,204.0,,山坡地保育區,丁種建築用地,1150422,土地1建物1車位0,全,一層,透天厝,工業用,鋼造,,130.85,0,0,0,無,無,1200000,9171,,0.0,0,,RPPNMLPJNHLGFCJ68EA,130.85,0.0,0.0,無,
湖口鄉,土地,東湖段327地號,12.8,住,,,1150420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,522720,40838,,0.0,0,,RPPNMLKMMHLGFDJ48EA,0.0,0.0,0.0,無,009
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家七路３６號八樓,37.16,住,,,1150412,土地1建物1車位2,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950907,231.73000000000002,4,2,2,有,有,32600000,140681,坡道平面,0.0,0,其他增建；,RPPOMLPJNHLGFBJ58DA,120.45,1.36,13.77,有,
新埔鎮,土地,福德段855地號,31.05,都市：其他:道路用地,,,1150423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,6441,,0.0,0,包含公共設施保留地用地；,RPVNMLRJNHLGFBJ66DA,0.0,0.0,0.0,無,010
新埔鎮,土地,福德段855地號,31.05,都市：其他:道路用地,,,1150423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,200000,6441,,0.0,0,包含公共設施保留地用地；,RPWNMLRJNHLGFBJ76DA,0.0,0.0,0.0,無,010
竹東鎮,房地(土地+建物),新竹縣竹東鎮長春路三段１５９號三樓,15.09,都市：其他:住宅區,,,1150422,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820729,114.0,3,2,2,有,有,6280000,55088,,0.0,0,,RPVOMLOJNHLGFCJ56DA,76.61,1.4,8.29,有,012
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉莊敬街５８巷３０號五樓,36.01,,鄉村區,乙種建築用地,1150407,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141231,120.27000000000001,3,2,2,有,有,14800000,123056,升降機械,0.0,0,,RPVNMLOJNHLGFDJ56DA,70.94,0.0,6.73,有,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉國光街３５巷１０號七樓,23.49,住,,,1150406,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830616,139.59,3,2,2,有,有,5700000,40834,坡道平面,0.0,0,,RPXNMLOJNHLGFDJ76DA,73.13,0.0,7.12,有,013
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家六街２６號三樓,27.71,住,,,1150301,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940422,167.60000000000002,3,2,2,有,有,22580000,134726,坡道平面,0.0,0,其他增建；,RPVNMLTJLHLGFBJ66DA,85.48,2.55,9.9,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路東一段２５５號十樓,42.01,商,,,1150306,土地1建物2車位3,十層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0941114,483.82,3,1,4,有,有,55000000,113679,坡道平面,98.19,0,,RPPNMLKMLHLGFBJ08DA,259.44,0.0,19.89,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路東二段１２０號九樓,44.51,住,,,1150310,土地1建物1車位2,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041105,296.53,4,2,3,有,有,49000000,165245,坡道平面,66.29,0,,RPVNMLNLMHLGFBJ98DA,138.46,6.46,10.62,有,014
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘口二路４８號十一樓,33.24,住,,,1150316,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061130,192.48000000000002,3,2,2,有,有,38200000,198462,坡道平面,28.22,0,,RPWNMLOLMHLGFBJ56DA,99.15,0.0,13.53,有,015
竹北市,房地(土地+建物)+車位,新竹縣竹北市科大二街１５５號三樓之三,25.38,住,,,1150323,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130813,174.93,3,2,2,有,有,25550000,177956,坡道平面,44.28,2300000,,RPPNMLTLMHLGFBJ98DA,80.64,0.0,7.13,有,
芎林鄉,房地(土地+建物),新竹縣芎林鄉富林路三段７３號五樓,32.83,,特定農業區,甲種建築用地,1150329,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130318,110.64000000000001,3,2,2,有,有,13400000,121114,,0.0,0,,RPRNMLKMLHLGFCJ38DA,78.1,0.0,7.94,有,016
峨眉鄉,土地,石硬子段社寮坑小段148地號,502.0,,山坡地保育區,農牧用地,1150319,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,2988,,0.0,0,,RPVNMLQKMHLGFCJ66DA,0.0,0.0,0.0,無,017
竹東鎮,土地,仁愛段1558地號,78.0,住,,,1150306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5500000,70513,,0.0,0,,RPPNMLPLMHLGFCJ68DA,0.0,0.0,0.0,無,
竹東鎮,土地,仁愛段1558-1地號,77.0,住,,,1150306,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5500000,71429,,0.0,0,,RPQNMLPLMHLGFCJ78DA,0.0,0.0,0.0,無,
寶山鄉,土地,園區段594-6地號,114.83,住,,,1150330,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,13900000,121049,,0.0,0,,RPTNMLSLMHLGFCJ76DA,0.0,0.0,0.0,無,018
湖口鄉,房地(土地+建物),新竹縣湖口鄉民和街１９號,24.83,,工業區,丁種建築用地,1150325,土地1建物1車位0,一層，夾層,五層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0990615,89.27,4,2,2,有,有,8500000,95217,,0.0,0,,RPVNMLOLMHLGFDJ66DA,66.55,18.19,4.03,有,
竹北市,土地,蓮華段624-1地號,67.5,,山坡地保育區,農牧用地,1150331,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,866905,12843,,0.0,0,,RPTNMLTJMHLGFBJ56DA,0.0,0.0,0.0,無,
竹北市,車位,復興二路２２３，２２５號等樓、高鐵一路３６，３８號等樓,1.32,商,,,1150325,土地1建物1車位1,,,其他,,,,34.86,0,0,0,無,無,1200000,,坡道平面,34.86,1200000,僅車位交易；,RPQRMLKLMHLGFBJ58DA,0.0,0.0,0.0,無,019
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮旭光一路１０９號四樓,25.81,都市：其他:科技商務服務專用區,,,1150302,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1121003,162.63,3,2,2,有,有,17580000,108098,坡道平面,32.5,0,,RPTNMLSJMHLGFCJ56DA,85.78,0.0,6.37,有,020
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮旭光一路１３５號四樓,15.92,都市：其他:科技商務服務專用區,,,1150308,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1121003,112.55,2,2,1,有,有,13280000,117992,坡道平面,32.5,0,,RPRQMLKLMHLGFCJ68DA,52.37,0.0,4.36,有,021
芎林鄉,房地(土地+建物),新竹縣芎林鄉嘉慶２３８號,102.03,,山坡地保育區,丙種建築用地,1150318,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,82.46,3,2,3,有,無,6500000,78826,,0.0,0,其他增建；,RPOSMLOLMHLGFCJ98DA,82.46,0.0,0.0,無,022
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉八德路二段１５０號七樓之２,27.81,住,,,1150302,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1141009,148.95,3,2,2,有,有,13500000,97713,坡道平面,26.96,1580000,,RPOOMLRKMHLGFDJ88DA,70.02,0.0,10.9,有,
新豐鄉,土地,青埔子段1772-1地號,1019.0,,特定農業區,農牧用地,1150329,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,2944,,0.0,0,,RPQNMLTLMHLGFDJ66DA,0.0,0.0,0.0,無,023
新豐鄉,房地(土地+建物),新竹縣新豐鄉忠二街４３號,94.49,住,,,1150324,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840312,188.92,4,2,4,有,無,13800000,73047,,0.0,0,一樓搭採光罩其他增建；,RPRNMLTLMHLGFDJ76DA,165.48,8.46,14.98,無,024
新豐鄉,土地,員興段792地號,155.03,,山坡地保育區,林業用地,1150309,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1080000,6966,,0.0,0,,RPRNMLKMMHLGFDJ58DA,0.0,0.0,0.0,無,025
新埔鎮,土地,北平段416地號,2726.14,,山坡地保育區,農牧用地,1150307,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8500000,3118,,0.0,0,,RPQOMLTKLHLGFBJ98DA,0.0,0.0,0.0,無,
橫山鄉,土地,濫子段尖筆窩小段156-8地號,690.0,,山坡地保育區,農牧用地,1150314,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,1739,,0.0,0,,RPVNMLQKLHLGFCJ56DA,0.0,0.0,0.0,無,
竹東鎮,土地,竹美段45地號,85.63,都市：其他:農業區,,,1150310,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3575000,41749,,0.0,0,,RPPNMLKLMHLGFCJ18DA,0.0,0.0,0.0,無,
尖石鄉,土地,梅花段767-3地號,558.0,,山坡地保育區,農牧用地,1150320,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,600000,1075,,0.0,0,農作物；,RPRNMLKMMHLGFCJ48DA,0.0,0.0,0.0,無,
湖口鄉,房地(土地+建物),新竹縣湖口鄉龍江街２１號三樓,31.93,住,,,1150301,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811207,115.0,3,2,2,有,有,5800000,50435,,0.0,0,陽台外推；,RPQNMLOLMHLGFDJ78DA,86.49,0.0,10.47,有,
北埔鄉,土地,福林段725地號,3184.04,,山坡地保育區,農牧用地,1150329,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9000000,2827,,0.0,0,農作物；,RPPNMLKMMHLGFCJ38EA,0.0,0.0,0.0,無,
竹北市,房地(土地+建物)+車位,新竹縣竹北市興隆路二段３４１號十六樓,42.76,住,,,1150328,土地1建物1車位2,十六層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1091024,274.81,0,0,0,無,有,34800000,151679,坡道平面,62.52,2600000,,RPVNMLPKMHLGFBJ09DA,127.59,7.44,13.22,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市勝利八街一段３２５號二樓之一,34.01,住,,,1150314,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061103,183.76,3,2,2,有,有,26960000,146713,坡道平面,53.56,0,其他增建；,RPPNMLNLMHLGFBJ38DA,82.75,0.0,5.81,有,026
竹北市,房地(土地+建物),新竹縣竹北市縣政十街８號四樓之十,6.85,商,,,1150330,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0950908,52.08,2,2,1,有,有,7600000,145929,,0.0,0,夾層；,RPROMLPJNHLGFBJ78DA,29.27,0.72,2.17,有,027
竹北市,房地(土地+建物)+車位,新竹縣竹北市勝利十一路２６０號五樓之五,8.41,商,,,1150308,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051101,118.42,2,2,1,有,有,16060000,135619,坡道平面,30.03,0,,RPPOMLTJLHLGFBJ78DA,50.14,4.48,3.95,有,028
關西鎮,房地(土地+建物),新竹縣關西鎮大德街７５７號三樓,25.7,住,,,1150322,土地1建物1車位0,三層，夾層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841020,98.57,4,2,2,有,無,3300000,33479,,0.0,0,,RPROMLMJMHLGFBJ38DA,81.58,2.95,8.21,無,
竹北市,房地(土地+建物),新竹縣竹北市光明十一路１６７號,88.19,農,,,1150314,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0891117,190.52,5,3,3,有,無,20200000,106026,,0.0,0,陽台外推；其他增建；,RPRNMLKMMHLGFBJ38DA,156.76,17.75,16.01,無,
竹東鎮,房地(土地+建物),新竹縣竹東鎮中豐路二段２２５號,102.0,住,,,1150310,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0830426,207.61,3,3,3,有,無,19000000,91518,,0.0,0,其他增建；,RPWOMLOJNHLGFCJ66DA,188.08,10.59,8.94,無,029
湖口鄉,房地(土地+建物),新竹縣湖口鄉新興路６２６巷１號,84.69,,鄉村區,乙種建築用地,1150309,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0650217,162.7,5,1,5,有,無,8600000,52858,,0.0,0,頂樓增建其他增建；,RPXNMLOLMHLGFDJ86DA,162.7,0.0,0.0,無,
新豐鄉,房地(土地+建物),新竹縣新豐鄉建興路二段３５５號,74.55,,特定農業區,甲種建築用地,1150326,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0731012,104.42,2,2,3,有,無,9100000,87148,,0.0,0,一樓後方、前方增建其他增建；,RPVNMLKMMHLGFDJ98DA,104.42,0.0,0.0,無,
芎林鄉,土地,富林段668地號,131.74,,特定農業區,農牧用地,1150331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1080268,8200,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPQNMLPJNHLGFCJ78EA,0.0,0.0,0.0,無,
橫山鄉,土地,沙坑段957地號,2172.39,,山坡地保育區,農牧用地,1150201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3000000,1381,,0.0,0,,RPVNMLLLMHLGFCJ88DA,0.0,0.0,0.0,無,
湖口鄉,房地(土地+建物),新竹縣湖口鄉民生街４１２巷１８號,97.0,住,,,1150208,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0790410,151.01,5,2,3,有,無,11700000,77478,,0.0,0,陽台外推；其他增建；,RPWNMLLMLHLGFDJ09DA,130.5,14.88,5.63,無,030
新豐鄉,房地(土地+建物),新竹縣新豐鄉後湖子１８５之７號,73.09,,特定農業區,甲種建築用地,1150210,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0831011,151.26,3,3,1,有,無,6880000,45485,,0.0,0,,RPRNMLLLMHLGFDJ58DA,133.08,9.45,8.38,無,
竹北市,房地(土地+建物),新竹縣竹北市福興路９１３巷２１號,104.79,住,,,1150209,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140427,309.05,3,4,5,有,無,50180000,162369,,0.0,0,,RPQNMLRJLHLGFBJ58DA,285.56,0.0,23.49,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬北路１２０號五樓,11.49,商,,,1150202,土地1建物1車位1,五層，見其他登記事項,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0940331,118.25,3,2,2,有,有,16600000,140369,坡道平面,0.0,0,夾層；,RPWNMLOJNHLGFBJ09DA,58.47,0.0,7.25,有,031
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮中興路二段２６０巷２７號一樓,40.92,都市：其他:住一,,,1150227,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880714,159.15,4,2,2,有,有,8500000,53409,坡道平面,0.0,0,其他增建；,RPTOMLRJMHLGFCJ56DA,97.06,0.0,10.17,有,
新豐鄉,土地,崁頭段1368地號,1700.0,,特定農業區,農牧用地,1150226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4628250,2723,,0.0,0,,RPWNMLSLMHLGFDJ17DA,0.0,0.0,0.0,無,
新豐鄉,土地,崁頭段1367地號,2000.0,,特定農業區,農牧用地,1150226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5445000,2723,,0.0,0,,RPXNMLSLMHLGFDJ27DA,0.0,0.0,0.0,無,
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉莊敬街５８巷２８號五樓,37.18,,鄉村區,乙種建築用地,1150228,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141231,124.16,3,2,2,有,有,14800000,119201,升降機械,0.0,0,,RPRNMLOJNHLGFDJ78DA,73.45,0.0,6.73,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市中華路７８５號二樓　,17.06,住,,,1150228,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870901,98.6,3,2,2,有,有,9500000,96349,坡道機械,0.0,0,其他增建；,RPXNMLNJLHLGFBJ88DA,72.42,0.02,3.63,有,
竹北市,房地(土地+建物)+車位,新竹縣竹北市興隆路一段３７號九樓,38.79,住,,,1150227,土地1建物1車位2,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011012,266.53,4,2,2,有,有,26700000,100176,坡道平面,78.86,0,其他增建；,RPVNMLLJMHLGFBJ58DA,111.24,12.34,10.52,有,032
竹東鎮,房地(土地+建物),新竹縣竹東鎮明星路２３９巷１０號,96.75,都市：其他:住一,,,1150207,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,115.2,4,2,2,有,無,9800000,85069,,0.0,0,,RPROMLTKLHLGFCJ56DA,115.2,0.0,0.0,無,
